OHLCData{timestamp=2020-07-27T04:00, open=95.570, high=103.130, low=94.480, close=102.840, volume=1297380.0}
OHLCData{timestamp=2020-11-30T05:00, open=200.830, high=202.410, low=184.930, close=188.840, volume=1423062.0}
OHLCData{timestamp=2020-12-01T05:00, open=199.050, high=199.140, low=190.790, close=194.960, volume=1281000.0}
OHLCData{timestamp=2020-12-02T05:00, open=184.270, high=190.360, low=180.520, close=189.330, volume=1304103.0}
OHLCData{timestamp=2020-12-03T05:00, open=196.960, high=199.590, low=194.180, close=197.700, volume=1130457.0}
OHLCData{timestamp=2020-12-04T05:00, open=197.210, high=199.660, low=195.530, close=199.650, volume=696306.0}
OHLCData{timestamp=2020-12-07T05:00, open=201.590, high=216.180, low=201.210, close=214.030, volume=1348386.0}
OHLCData{timestamp=2020-12-08T05:00, open=208.330, high=217.070, low=206.280, close=216.610, volume=1727799.0}
OHLCData{timestamp=2020-12-09T05:00, open=217.950, high=218.100, low=196.300, close=201.490, volume=2885031.0}
OHLCData{timestamp=2020-12-10T05:00, open=191.460, high=209.220, low=189.070, close=209.220, volume=1862103.0}
OHLCData{timestamp=2020-12-11T05:00, open=205.000, high=207.960, low=198.990, close=203.330, volume=1331931.0}
OHLCData{timestamp=2020-12-14T05:00, open=206.230, high=214.220, low=203.420, close=213.180, volume=2195811.0}
OHLCData{timestamp=2020-12-15T05:00, open=214.520, high=215.580, low=207.990, close=210.910, volume=2115357.0}
OHLCData{timestamp=2020-12-16T05:00, open=209.600, high=210.530, low=201.670, close=207.510, volume=1554801.0}
OHLCData{timestamp=2020-12-17T05:00, open=209.530, high=219.580, low=206.510, close=218.510, volume=1881327.0}
OHLCData{timestamp=2020-12-18T05:00, open=222.970, high=228.220, low=209.590, close=220.130, volume=6350490.0}
OHLCData{timestamp=2020-12-21T05:00, open=222.080, high=222.750, low=215.360, close=216.140, volume=3088698.0}
OHLCData{timestamp=2020-12-22T05:00, open=215.630, high=216.630, low=204.810, close=213.490, volume=2138370.0}
OHLCData{timestamp=2020-12-23T05:00, open=210.640, high=216.990, low=207.620, close=215.330, volume=1123485.0}
OHLCData{timestamp=2020-12-24T05:00, open=214.810, high=222.030, low=213.730, close=220.660, volume=838815.0}
OHLCData{timestamp=2020-12-28T05:00, open=224.840, high=226.870, low=220.310, close=221.300, volume=1241835.0}
OHLCData{timestamp=2020-12-29T05:00, open=220.260, high=223.150, low=218.340, close=221.970, volume=882330.0}
OHLCData{timestamp=2020-12-30T05:00, open=224.010, high=232.150, low=222.890, close=231.510, volume=1317876.0}
OHLCData{timestamp=2020-12-31T05:00, open=233.330, high=239.570, low=230.410, close=235.210, volume=1929042.0}
OHLCData{timestamp=2021-01-04T05:00, open=239.500, high=248.070, low=239.060, close=243.170, volume=2077080.0}
OHLCData{timestamp=2021-01-05T05:00, open=241.220, high=246.940, low=239.770, close=245.120, volume=1434816.0}
OHLCData{timestamp=2021-01-06T05:00, open=252.830, high=257.950, low=249.990, close=252.120, volume=2389377.0}
OHLCData{timestamp=2021-01-07T05:00, open=259.210, high=272.300, low=258.480, close=272.000, volume=2447346.0}
OHLCData{timestamp=2021-01-08T05:00, open=285.330, high=294.790, low=279.490, close=293.510, volume=4469598.0}
OHLCData{timestamp=2021-01-11T05:00, open=282.820, high=284.750, low=268.120, close=270.280, volume=3943968.0}
OHLCData{timestamp=2021-01-12T05:00, open=276.980, high=289.310, low=275.810, close=283.070, volume=2358399.0}
OHLCData{timestamp=2021-01-13T05:00, open=284.350, high=286.700, low=277.340, close=284.780, volume=1536759.0}
OHLCData{timestamp=2021-01-14T05:00, open=281.170, high=287.670, low=279.690, close=281.930, volume=1985202.0}
OHLCData{timestamp=2021-01-15T05:00, open=283.540, high=286.330, low=273.040, close=275.340, volume=2308020.0}
OHLCData{timestamp=2021-01-19T05:00, open=279.270, high=283.000, low=277.770, close=281.500, volume=1475940.0}
OHLCData{timestamp=2021-01-20T05:00, open=286.270, high=286.470, low=279.200, close=283.740, volume=1440756.0}
OHLCData{timestamp=2021-01-21T05:00, open=284.820, high=285.160, low=280.530, close=281.610, volume=1519404.0}
OHLCData{timestamp=2021-01-22T05:00, open=278.130, high=282.660, low=276.370, close=282.330, volume=942432.0}
OHLCData{timestamp=2021-01-25T05:00, open=284.810, high=300.070, low=279.850, close=293.950, volume=2919474.0}
OHLCData{timestamp=2021-01-26T05:00, open=297.260, high=298.560, low=290.780, close=294.340, volume=1494645.0}
OHLCData{timestamp=2021-01-27T05:00, open=290.190, high=296.950, low=286.290, close=287.820, volume=1810863.0}
OHLCData{timestamp=2021-01-28T05:00, open=273.000, high=282.540, low=267.440, close=278.760, volume=2017689.0}
OHLCData{timestamp=2021-01-29T05:00, open=276.400, high=280.600, low=260.150, close=264.410, volume=1983609.0}
OHLCData{timestamp=2021-02-01T05:00, open=271.240, high=280.630, low=265.410, close=280.080, volume=1467108.0}
OHLCData{timestamp=2021-02-02T05:00, open=281.780, high=293.330, low=281.020, close=290.820, volume=1187331.0}
OHLCData{timestamp=2021-02-03T05:00, open=292.340, high=292.690, low=284.590, close=284.910, volume=870951.0}
OHLCData{timestamp=2021-02-04T05:00, open=285.220, high=285.220, low=277.840, close=283.260, volume=805176.0}
OHLCData{timestamp=2021-02-05T05:00, open=281.820, high=288.160, low=279.780, close=284.240, volume=1049106.0}
OHLCData{timestamp=2021-02-08T05:00, open=289.620, high=292.250, low=285.080, close=287.670, volume=865683.0}
OHLCData{timestamp=2021-02-09T05:00, open=285.060, high=286.590, low=280.630, close=283.050, volume=871605.0}
OHLCData{timestamp=2021-02-10T05:00, open=281.210, high=281.560, low=266.770, close=268.320, volume=2507814.0}
OHLCData{timestamp=2021-02-11T05:00, open=270.650, high=276.400, low=267.240, close=270.420, volume=988092.0}
OHLCData{timestamp=2021-02-12T05:00, open=267.060, high=272.410, low=261.810, close=272.200, volume=1316151.0}
OHLCData{timestamp=2021-02-16T05:00, open=272.960, high=273.560, low=264.200, close=265.520, volume=1279737.0}
OHLCData{timestamp=2021-02-17T05:00, open=259.700, high=266.570, low=254.210, close=266.100, volume=1671717.0}
OHLCData{timestamp=2021-02-18T05:00, open=260.300, high=264.860, low=258.840, close=262.410, volume=1111371.0}
OHLCData{timestamp=2021-02-19T05:00, open=264.890, high=265.450, low=259.200, close=260.350, volume=976749.0}
OHLCData{timestamp=2021-02-22T05:00, open=254.150, high=256.100, low=236.910, close=238.270, volume=2402256.0}
OHLCData{timestamp=2021-02-23T05:00, open=220.570, high=237.670, low=206.610, close=232.850, volume=3323151.0}
OHLCData{timestamp=2021-02-24T05:00, open=237.390, high=248.250, low=231.590, close=247.380, volume=1994412.0}
OHLCData{timestamp=2021-02-25T05:00, open=241.680, high=245.730, low=223.650, close=227.710, volume=2563695.0}
OHLCData{timestamp=2021-02-26T05:00, open=233.230, high=235.480, low=219.970, close=224.460, volume=2564022.0}
OHLCData{timestamp=2021-03-01T05:00, open=230.580, high=239.630, low=228.490, close=239.550, volume=1735524.0}
OHLCData{timestamp=2021-03-02T05:00, open=239.290, high=240.280, low=228.440, close=228.850, volume=1476567.0}
OHLCData{timestamp=2021-03-03T05:00, open=229.330, high=233.240, low=217.260, close=217.310, volume=2039943.0}
OHLCData{timestamp=2021-03-04T05:00, open=217.940, high=222.750, low=200.000, close=207.100, volume=4090470.0}
OHLCData{timestamp=2021-03-05T05:00, open=208.490, high=209.060, low=180.090, close=199.250, volume=4591299.0}
OHLCData{timestamp=2021-03-08T05:00, open=200.090, high=206.600, low=186.400, close=187.670, volume=2731992.0}
OHLCData{timestamp=2021-03-09T05:00, open=202.630, high=226.020, low=198.510, close=224.440, volume=4493010.0}
OHLCData{timestamp=2021-03-10T05:00, open=233.530, high=239.230, low=218.900, close=222.670, volume=2980674.0}
OHLCData{timestamp=2021-03-11T05:00, open=233.260, high=234.070, low=225.740, close=233.200, volume=2834559.0}
OHLCData{timestamp=2021-03-12T05:00, open=223.100, high=231.590, low=222.110, close=231.350, volume=2595561.0}
OHLCData{timestamp=2021-03-15T04:00, open=231.390, high=237.680, low=228.510, close=235.800, volume=2146002.0}
OHLCData{timestamp=2021-03-16T04:00, open=234.450, high=235.880, low=223.810, close=225.510, volume=2287839.0}
OHLCData{timestamp=2021-03-17T04:00, open=218.960, high=234.510, low=217.070, close=233.910, volume=2861517.0}
OHLCData{timestamp=2021-03-18T04:00, open=228.270, high=229.570, low=217.360, close=217.930, volume=2261973.0}
OHLCData{timestamp=2021-03-19T04:00, open=215.330, high=219.010, low=208.350, close=218.510, volume=3024705.0}
OHLCData{timestamp=2021-03-22T04:00, open=228.020, high=233.150, low=223.000, close=223.200, volume=3118665.0}
OHLCData{timestamp=2021-03-23T04:00, open=225.260, high=225.850, low=219.280, close=221.020, volume=2294835.0}
OHLCData{timestamp=2021-03-24T04:00, open=222.490, high=222.500, low=210.320, close=210.320, volume=2662470.0}
OHLCData{timestamp=2021-03-25T04:00, open=204.210, high=215.120, low=203.410, close=213.410, volume=2911143.0}
OHLCData{timestamp=2021-03-26T04:00, open=214.110, high=214.200, low=200.000, close=206.250, volume=3006837.0}
OHLCData{timestamp=2021-03-29T04:00, open=205.210, high=205.330, low=198.890, close=203.500, volume=1635651.0}
OHLCData{timestamp=2021-03-30T04:00, open=200.580, high=212.430, low=197.080, close=212.050, volume=2995206.0}
OHLCData{timestamp=2021-03-31T04:00, open=215.560, high=223.980, low=213.860, close=222.670, volume=2539782.0}
OHLCData{timestamp=2021-04-01T04:00, open=229.580, high=230.760, low=219.860, close=220.000, volume=3183150.0}
OHLCData{timestamp=2021-04-05T04:00, open=235.900, high=236.000, low=228.300, close=230.170, volume=2939655.0}
OHLCData{timestamp=2021-04-06T04:00, open=230.210, high=232.160, low=227.200, close=230.490, volume=2297319.0}
OHLCData{timestamp=2021-04-07T04:00, open=228.970, high=230.440, low=222.890, close=223.620, volume=2464485.0}
OHLCData{timestamp=2021-04-08T04:00, open=225.510, high=229.820, low=223.960, close=227.930, volume=2523264.0}
OHLCData{timestamp=2021-04-09T04:00, open=226.020, high=226.980, low=223.170, close=225.650, volume=1804329.0}
OHLCData{timestamp=2021-04-12T04:00, open=228.460, high=234.910, low=227.420, close=233.730, volume=2358981.0}
OHLCData{timestamp=2021-04-13T04:00, open=237.550, high=254.310, low=236.980, close=254.170, volume=2055774.0}
OHLCData{timestamp=2021-04-14T04:00, open=256.930, high=260.220, low=242.740, close=244.230, volume=3639738.0}
OHLCData{timestamp=2021-04-15T04:00, open=247.890, high=247.890, low=240.560, close=246.270, volume=2138817.0}
OHLCData{timestamp=2021-04-16T04:00, open=243.280, high=249.760, low=241.570, close=246.440, volume=2068524.0}
OHLCData{timestamp=2021-04-19T04:00, open=239.870, high=241.540, low=230.680, close=238.300, volume=2814078.0}
OHLCData{timestamp=2021-04-20T04:00, open=239.140, high=245.720, low=236.980, close=239.600, volume=2749788.0}
OHLCData{timestamp=2021-04-21T04:00, open=234.900, high=248.260, low=232.760, close=248.100, volume=2597880.0}
OHLCData{timestamp=2021-04-22T04:00, open=247.160, high=251.140, low=239.420, close=239.890, volume=2292936.0}
OHLCData{timestamp=2021-04-23T04:00, open=240.300, high=245.730, low=238.530, close=243.190, volume=2098320.0}
OHLCData{timestamp=2021-04-26T04:00, open=247.000, high=249.700, low=244.230, close=245.980, volume=2146038.0}
OHLCData{timestamp=2021-04-27T04:00, open=239.310, high=241.240, low=234.470, close=234.900, volume=2489094.0}
OHLCData{timestamp=2021-04-28T04:00, open=231.860, high=236.100, low=231.200, close=231.500, volume=1761081.0}
OHLCData{timestamp=2021-04-29T04:00, open=233.270, high=234.010, low=223.020, close=225.580, volume=2162250.0}
OHLCData{timestamp=2021-04-30T04:00, open=222.330, high=238.350, low=222.050, close=236.600, volume=2684895.0}
OHLCData{timestamp=2021-05-03T04:00, open=234.610, high=235.170, low=226.920, close=228.320, volume=2146413.0}
OHLCData{timestamp=2021-05-04T04:00, open=226.140, high=227.720, low=219.280, close=224.620, volume=2501376.0}
OHLCData{timestamp=2021-05-05T04:00, open=226.990, high=228.370, low=222.530, close=223.720, volume=1641666.0}
OHLCData{timestamp=2021-05-06T04:00, open=226.860, high=227.000, low=216.670, close=221.470, volume=2129211.0}
OHLCData{timestamp=2021-05-07T04:00, open=221.990, high=227.820, low=220.290, close=224.110, volume=1756668.0}
OHLCData{timestamp=2021-05-10T04:00, open=221.560, high=221.670, low=209.220, close=209.790, volume=2664657.0}
OHLCData{timestamp=2021-05-11T04:00, open=199.670, high=208.970, low=198.680, close=205.710, volume=3048600.0}
OHLCData{timestamp=2021-05-12T04:00, open=200.820, high=206.660, low=195.610, close=196.680, volume=2334201.0}
OHLCData{timestamp=2021-05-13T04:00, open=200.630, high=201.990, low=186.670, close=190.620, volume=2942259.0}
OHLCData{timestamp=2021-05-14T04:00, open=194.620, high=197.560, low=190.200, close=196.590, volume=2286000.0}
OHLCData{timestamp=2021-05-17T04:00, open=191.770, high=196.510, low=187.150, close=192.250, volume=2291631.0}
OHLCData{timestamp=2021-05-18T04:00, open=189.520, high=198.670, low=187.960, close=192.430, volume=2616366.0}
OHLCData{timestamp=2021-05-19T04:00, open=183.820, high=188.690, low=182.350, close=187.770, volume=2548560.0}
OHLCData{timestamp=2021-05-20T04:00, open=191.730, high=196.200, low=190.400, close=195.580, volume=2130642.0}
OHLCData{timestamp=2021-05-21T04:00, open=198.610, high=198.740, low=193.340, close=193.550, volume=1785660.0}
OHLCData{timestamp=2021-05-24T04:00, open=194.150, high=204.800, low=191.560, close=202.080, volume=1870923.0}
OHLCData{timestamp=2021-05-25T04:00, open=202.580, high=204.610, low=198.640, close=201.610, volume=1646304.0}
OHLCData{timestamp=2021-05-26T04:00, open=202.580, high=208.690, low=200.590, close=206.370, volume=1682361.0}
OHLCData{timestamp=2021-05-27T04:00, open=206.920, high=210.330, low=205.490, close=210.320, volume=1526007.0}
OHLCData{timestamp=2021-05-28T04:00, open=210.610, high=211.860, low=207.520, close=208.450, volume=1508940.0}
OHLCData{timestamp=2021-06-01T04:00, open=209.220, high=211.200, low=206.880, close=207.900, volume=1204059.0}
OHLCData{timestamp=2021-06-02T04:00, open=206.810, high=207.670, low=199.740, close=201.560, volume=1609794.0}
OHLCData{timestamp=2021-06-03T04:00, open=200.600, high=201.510, low=190.490, close=190.980, volume=2272179.0}
OHLCData{timestamp=2021-06-04T04:00, open=193.560, high=200.160, low=192.410, close=199.710, volume=1794153.0}
OHLCData{timestamp=2021-06-07T04:00, open=197.220, high=202.700, low=194.330, close=201.750, volume=1441986.0}
OHLCData{timestamp=2021-06-08T04:00, open=207.700, high=207.700, low=198.570, close=201.230, volume=1833861.0}
OHLCData{timestamp=2021-06-09T04:00, open=200.830, high=203.860, low=199.260, close=199.640, volume=1188915.0}
OHLCData{timestamp=2021-06-10T04:00, open=201.300, high=205.440, low=200.210, close=203.250, volume=1517337.0}
OHLCData{timestamp=2021-06-11T04:00, open=203.430, high=204.140, low=200.530, close=203.280, volume=1097964.0}
OHLCData{timestamp=2021-06-14T04:00, open=204.090, high=208.330, low=203.160, close=205.880, volume=1226025.0}
OHLCData{timestamp=2021-06-15T04:00, open=205.530, high=205.580, low=199.440, close=199.640, volume=1216008.0}
OHLCData{timestamp=2021-06-16T04:00, open=199.040, high=202.760, low=197.900, close=201.520, volume=1527276.0}
OHLCData{timestamp=2021-06-17T04:00, open=200.630, high=207.130, low=200.580, close=205.430, volume=1194480.0}
OHLCData{timestamp=2021-06-18T04:00, open=204.200, high=209.430, low=203.990, close=207.820, volume=1330233.0}
OHLCData{timestamp=2021-06-21T04:00, open=208.290, high=210.400, low=203.040, close=206.910, volume=1409889.0}
OHLCData{timestamp=2021-06-22T04:00, open=206.230, high=209.400, low=205.210, close=207.670, volume=1159791.0}
OHLCData{timestamp=2021-06-23T04:00, open=210.660, high=219.040, low=210.100, close=218.780, volume=1893726.0}
OHLCData{timestamp=2021-06-24T04:00, open=224.920, high=232.510, low=222.550, close=226.660, volume=2523531.0}
OHLCData{timestamp=2021-06-25T04:00, open=229.860, high=231.220, low=222.950, close=224.090, volume=1694907.0}
OHLCData{timestamp=2021-06-28T04:00, open=223.850, high=231.430, low=223.490, close=229.500, volume=1025877.0}
OHLCData{timestamp=2021-06-29T04:00, open=228.380, high=229.150, low=225.350, close=226.880, volume=1006401.0}
OHLCData{timestamp=2021-06-30T04:00, open=226.590, high=230.830, low=226.100, close=226.610, volume=993633.0}
OHLCData{timestamp=2021-07-01T04:00, open=227.970, high=229.240, low=224.430, close=225.990, volume=1212831.0}
OHLCData{timestamp=2021-07-02T04:00, open=226.280, high=233.330, low=224.450, close=226.180, volume=1544511.0}
OHLCData{timestamp=2021-07-06T04:00, open=227.200, high=227.980, low=217.200, close=219.920, volume=1601175.0}
OHLCData{timestamp=2021-07-07T04:00, open=221.420, high=221.820, low=212.810, close=214.830, volume=1294938.0}
OHLCData{timestamp=2021-07-08T04:00, open=209.370, high=218.080, low=206.940, close=217.810, volume=1494066.0}
OHLCData{timestamp=2021-07-09T04:00, open=217.980, high=219.590, low=215.860, close=218.950, volume=1162416.0}
OHLCData{timestamp=2021-07-12T04:00, open=220.990, high=229.020, low=220.760, close=228.540, volume=1385682.0}
OHLCData{timestamp=2021-07-13T04:00, open=229.030, high=230.940, low=222.120, close=223.000, volume=1199964.0}
OHLCData{timestamp=2021-07-14T04:00, open=223.580, high=226.070, low=217.640, close=217.730, volume=1217382.0}
OHLCData{timestamp=2021-07-15T04:00, open=219.460, high=221.940, low=212.660, close=216.930, volume=1099974.0}
OHLCData{timestamp=2021-07-16T04:00, open=218.120, high=218.800, low=214.120, close=214.780, volume=979941.0}
OHLCData{timestamp=2021-07-19T04:00, open=210.090, high=215.650, low=207.150, close=215.470, volume=1033860.0}
OHLCData{timestamp=2021-07-20T04:00, open=217.490, high=220.730, low=213.600, close=220.320, volume=843483.0}
OHLCData{timestamp=2021-07-21T04:00, open=219.990, high=221.560, low=216.840, close=218.410, volume=716115.0}
